bb_idx,MT_Seq2Neo
1352,0.79997474
1353,0.09582102
1354,0.8524023
1355,0.8989192
1356,0.74716675
1357,0.8641129
1358,0.16738835
1359,0.8928613
1360,0.94192696
1361,0.66606414
1362,0.8674564
1363,0.5311133
1364,0.8891084
1365,0.9248162
1366,0.570647
1367,0.80442524
1368,0.49847275
1369,0.8271068
1370,0.8857092
1371,0.71260244
1372,0.8366055
1373,0.13945132
1374,0.8743038
1375,0.9145872
1376,0.65833557
1377,0.7671732
1378,0.16408667
1379,0.8009559
1380,0.859995
1381,0.72195023
1382,0.8592249
1383,0.60641897
1384,0.8503083
1385,0.88090974
1386,0.7008867
1387,0.8111589
1388,0.38236904
1389,0.84993017
1390,0.89448047
1391,0.66242886
1392,0.70497096
1393,0.055018753
1394,0.7722472
1395,0.8113488
1396,0.61738294
1397,0.7901014
1398,0.16076633
1399,0.847694
1400,0.87544596
1401,0.63929105
1402,0.894019
1403,0.2518445
1404,0.91942155
1405,0.9400171
1406,0.5882255
1407,0.8874857
1408,0.10867751
1409,0.92735124
1410,0.9466572
1411,0.55456096
1412,0.8531055
1413,0.08696091
1414,0.9208853
1415,0.9298148
1416,0.49384442
1417,0.7340726
1418,0.041833103
1419,0.8510972
1420,0.86909246
1421,0.71677357
1422,0.8407321
1423,0.065548
1424,0.904235
1425,0.92899287
1426,0.62216
1427,0.89477646
1428,0.124299616
1429,0.9247564
1430,0.94879496
1431,0.43905404
1432,0.7795708
1433,0.066234976
1434,0.8710122
1435,0.9017369
1436,0.2979887
1437,0.70518327
1438,0.060006976
1439,0.82773554
1440,0.8684064
1441,0.5390977
1442,0.8131944
1443,0.1758081
1444,0.888464
1445,0.9153582
1446,0.4851162
1447,0.7564647
1448,0.031040221
1449,0.84685856
1450,0.89552677
1451,0.5975297
1452,0.84642
1453,0.04420671
1454,0.9167657
1455,0.9388689
1456,0.5951633
1457,0.89164597
1458,0.075069845
1459,0.91920197
1460,0.9367025
1461,0.35989183
1462,0.77352405
1463,0.05012849
1464,0.7903929
1465,0.85754526
1466,0.38915583
1467,0.73435307
1468,0.053612024
1469,0.7742106
1470,0.82258964
1471,0.71847636
1472,0.86275625
1473,0.3372779
1474,0.8640834
1475,0.90257263
1476,0.78681934
1477,0.91284883
1478,0.45537287
1479,0.9123664
1480,0.9438024
1481,0.6962092
1482,0.89635754
1483,0.7124968
1484,0.8966665
1485,0.93495727
1486,0.70521694
1487,0.88486147
1488,0.6064087
1489,0.8886987
1490,0.93602383
1491,0.70364666
1492,0.8625221
1493,0.1984275
1494,0.8852147
1495,0.9129135
1496,0.72584033
1497,0.79997474
1498,0.09582102
1499,0.8524023
1500,0.8989192
1501,0.74716675
1502,0.8641129
1503,0.16738835
1504,0.8928613
1505,0.94192696
1506,0.66606414
1507,0.8674564
1508,0.5311133
1509,0.8891084
1510,0.9248162
1511,0.570647
1512,0.80442524
1513,0.49847275
1514,0.8271068
1515,0.8857092
1516,0.71260244
1517,0.8366055
1518,0.13945132
1519,0.8743038
1520,0.9145872
1521,0.65833557
1522,0.7671732
1523,0.16408667
1524,0.8009559
1525,0.859995
1526,0.72195023
1527,0.8592249
1528,0.60641897
1529,0.8503083
1530,0.88090974
1531,0.74716675
1532,0.8641129
1533,0.16738835
1534,0.8928613
1535,0.94192696
1536,0.66606414
1537,0.8674564
1538,0.5311133
1539,0.8891084
1540,0.9248162
1541,0.570647
1542,0.80442524
1543,0.49847275
1544,0.8271068
1545,0.8857092
1546,0.71260244
1547,0.8366055
1548,0.13945132
1549,0.8743038
1550,0.9145872
1551,0.65833557
1552,0.7671732
1553,0.16408667
1554,0.8009559
1555,0.859995
1556,0.72195023
1557,0.8592249
1558,0.60641897
1559,0.8503083
1560,0.88090974
1561,0.7008867
1562,0.8111589
1563,0.38236904
1564,0.84993017
1565,0.89448047
1566,0.66938305
1567,0.8456985
1568,0.3101642
1569,0.89191484
1570,0.92301404
1571,0.7233399
1572,0.88289344
1573,0.36897147
1574,0.9056654
1575,0.9402821
1576,0.36964697
1577,0.67672175
1578,0.1511859
1579,0.7601957
1580,0.80873907
1581,0.6405074
1582,0.54536504
1583,0.54354197
1584,0.68834823
1585,0.8753928
1586,0.7549993
1587,0.8068917
1588,0.81755793
1589,0.81178
1590,0.8575101
1591,0.9595649
1592,0.9203633
1593,0.66466224
1594,0.7054646
1595,0.7016856
1596,0.78776515
1597,0.94038737
1598,0.8606167
1599,0.7104933
1600,0.7040646
1601,0.69685674
1602,0.77510935
1603,0.9282329
1604,0.8709394
1605,0.6818518
1606,0.6333953
1607,0.65927404
1608,0.7640456
1609,0.915146
1610,0.8189373
1611,0.74319875
1612,0.7255536
1613,0.6958231
1614,0.83179605
1615,0.96041656
1616,0.9097672
1617,0.7253478
1618,0.6191533
1619,0.6543678
1620,0.80007935
1621,0.93746245
1622,0.8686632
1623,0.68015665
1624,0.5841118
1625,0.6164637
1626,0.7229953
1627,0.90337306
1628,0.8068951
1629,0.6808744
1630,0.68342596
1631,0.69578195
1632,0.8028352
1633,0.95702237
1634,0.90452254
1635,0.7968997
1636,0.7557814
1637,0.73099685
1638,0.89455926
1639,0.9822073
1640,0.9545224
1641,0.6870937
1642,0.609592
1643,0.6151936
1644,0.6911458
1645,0.92853916
1646,0.8533745
1647,0.6667694
1648,0.57146955
1649,0.6299646
1650,0.71327853
1651,0.9147687
1652,0.83026147
1653,0.6796583
1654,0.62126553
1655,0.58864725
1656,0.7871188
1657,0.950192
1658,0.8754941
1659,0.69010687
1660,0.66940457
1661,0.6605438
1662,0.7774271
1663,0.9414844
1664,0.84836495
