bb_idx,MT_TSCAPE
590,0.034473
591,0.041508
592,0.092193
593,0.100385
594,0.062953
595,0.189535
596,0.042848
597,0.055105
598,0.100379
599,0.178164
600,0.107517
601,0.189177
602,0.059964
603,0.059161
604,0.071692
605,0.128246
606,0.057330
607,0.202444
608,0.052914
609,0.063839
610,0.128851
611,0.228396
612,0.096392
613,0.302290
614,0.069780
615,0.104169
616,0.290699
617,0.321448
618,0.158738
619,0.530323
620,0.130009
621,0.181047
622,0.229216
623,0.284628
624,0.221295
625,0.448375
626,0.142755
627,0.175421
628,0.076726
629,0.101476
630,0.042648
631,0.162559
632,0.037370
633,0.055386
634,0.231479
635,0.203919
636,0.100312
637,0.383970
638,0.079145
639,0.090775
640,0.040640
641,0.038968
642,0.029238
643,0.067168
644,0.085329
645,0.054507
646,0.112284
647,0.094012
648,0.080618
649,0.049235
650,0.084246
651,0.056063
652,0.106977
653,0.098451
654,0.081489
655,0.102084
676,0.102084
656,0.072594
677,0.072594
657,0.068446
678,0.068446
658,0.193130
679,0.193130
659,0.225556
680,0.225556
660,0.150848
681,0.150848
661,0.032858
682,0.032858
662,0.029920
683,0.029920
663,0.021651
684,0.021651
664,0.096756
685,0.096756
665,0.045355
686,0.045355
666,0.056888
687,0.056888
667,0.035647
688,0.035647
668,0.042192
689,0.042192
669,0.030637
690,0.030637
670,0.133453
691,0.133453
671,0.094280
692,0.094280
672,0.099867
693,0.099867
673,0.089399
694,0.089399
674,0.113983
695,0.113983
675,0.068586
696,0.068586
697,0.060892
698,0.061656
699,0.066960
700,0.141972
701,0.204318
702,0.095945
703,0.213518
704,0.150066
705,0.129520
706,0.115369
707,0.086526
708,0.079251
709,0.049387
710,0.037153
711,0.041496
712,0.132363
713,0.071919
714,0.101973
715,0.180127
716,0.128086
717,0.121638
718,0.170107
719,0.175791
720,0.116676
721,0.344168
722,0.048084
723,0.484983
724,0.097236
725,0.060405
726,0.346062
727,0.025863
728,0.206733
729,0.038696
730,0.040141
731,0.268533
732,0.022609
733,0.220072
734,0.051041
735,0.043633
736,0.328410
737,0.037383
738,0.319774
739,0.061567
740,0.054648
741,0.569831
742,0.147480
743,0.534762
744,0.264460
745,0.169305
746,0.229877
747,0.022224
748,0.215660
749,0.029549
750,0.035083
751,0.360022
752,0.027766
753,0.308745
754,0.055746
755,0.049186
756,0.524069
757,0.101946
758,0.484798
759,0.161717
760,0.096116
761,0.288097
762,0.017073
763,0.240976
764,0.033116
765,0.047769
766,0.471057
767,0.048841
768,0.324452
769,0.070615
770,0.064042
771,0.278675
772,0.030582
773,0.384314
774,0.060670
775,0.066953
776,0.367912
777,0.030839
778,0.286909
779,0.052581
780,0.056116
781,0.310844
782,0.034074
783,0.322714
784,0.043986
785,0.047580
786,0.386840
787,0.041349
788,0.345623
789,0.086106
790,0.059410
791,0.397750
792,0.035065
793,0.314101
794,0.063198
795,0.050086
796,0.195626
797,0.009916
798,0.178154
799,0.027703
800,0.023878
801,0.444984
802,0.047400
803,0.351613
804,0.066691
805,0.067624
806,0.262168
807,0.036438
808,0.325755
809,0.074620
810,0.045511
811,0.299121
812,0.024046
813,0.198622
814,0.051875
815,0.037534
816,0.462481
817,0.070861
818,0.361332
819,0.118054
820,0.061022
821,0.239867
822,0.028237
823,0.227806
824,0.041025
825,0.038395
