bb_idx,MT_IMPROVE_mean_prediction_rf
1571,0.3382317549670472
1572,0.3377238990392711
1573,0.36770909133785884
1574,0.36330700884466366
1575,0.36656992196617055
1576,0.3637237165323901
1577,0.4031388459566735
1578,0.4091494025530117
1579,0.4024886639417925
1580,0.39551238241203684
1581,0.3626752459571087
1582,0.36241750508620363
1583,0.3570219428984595
1584,0.36267058584451844
1585,0.3600127782055084
1586,0.35150360914668777
1587,0.36001334769703386
1588,0.35595029778130866
1589,0.37084217764885335
1590,0.40831053210753304
1591,0.37467854788973526
1592,0.3827195211019767
1593,0.45726406370334277
1594,0.4546574494298616
1595,0.45847647095829275
